epoch,loss,psnr,val_loss,val_psnr
0,0.00326184160890989,8.41192036986351,0.0029548013117164373,8.162803268432617
1,0.0024271968906396067,8.557681448459626,0.0025101073319092394,8.094060325622559
2,0.0023789644487260376,8.323321719169616,0.001268914807587862,7.905758094787598
3,0.0023244488969794475,8.348855984210967,0.0021449759718962015,8.412886619567871
4,0.0022363304501050152,8.267043347358703,0.002481979434378445,8.55596866607666
5,0.0023033993504941465,8.359028186798096,0.002085235295817256,8.70798625946045
6,0.0022140056882926726,8.31085696220398,0.0027586972108110787,8.02078914642334
7,0.0022933301448938436,8.34824426651001,0.002157596522010863,8.290107917785644
8,0.0022740576055366546,8.379005546569823,0.002635252056643367,8.487457847595214
9,0.00227315477328375,8.39459191083908,0.0017327092355117202,8.261792182922363
10,0.0023974931253178513,8.506420328617097,0.002003452484495938,8.019734954833984
11,0.002268655061488971,8.233486347198486,0.0019974995637312533,8.274372100830078
0,0.0008102314887219108,8.83283560872078,0.0006802672520279885,9.534281349182129
1,0.000533610973507166,9.46934003829956,0.0007566025364212692,9.345606422424316
2,0.0005369128163147252,9.785619482994079,0.0006996019859798252,10.093298149108886
3,0.0005342154376558029,9.901059761047364,0.0005743646877817809,10.131147003173828
0,0.004825860394630581,7.9596256053447725,0.006251623202115297,8.502312469482423
1,0.0038631776033435017,8.516852478981018,0.005137364193797111,8.779004669189453
2,0.0033714068168774246,8.97206193447113,0.004832682944834232,8.929658508300781
3,0.0031194713874720037,9.076838626861573,0.0053688738960772754,9.012411499023438
4,0.0029811486578546465,9.15597379207611,0.004177356325089932,9.22215461730957
5,0.0028453159844502806,9.112945122718811,0.0036528494209051134,9.106171989440918
6,0.0027831238601356747,9.142035689353943,0.003643376473337412,9.161306953430175
7,0.0027104404952842743,9.19720826625824,0.003771662572398782,9.191926193237304
8,0.0026744965178659187,9.26941502571106,0.003755226032808423,9.225370025634765
9,0.0026302276231581346,9.203074927330016,0.004117443365976215,9.270959281921387
10,0.002602613891358487,9.201213026046753,0.0035442785825580358,9.135169792175294
11,0.002564499125001021,9.269315114021301,0.003770444728434086,9.397994041442871
12,0.002538254259270616,9.261206088066102,0.0033290788996964693,9.143148040771484
13,0.0024947216629516334,9.224092693328858,0.0035064893309026957,9.28548526763916
14,0.0024889352527679874,9.239213819503783,0.003850969858467579,9.07317657470703
15,0.0024520026438403873,9.278182725906372,0.0041179649997502565,9.12652359008789
16,0.0024206886644242333,9.241670980453492,0.0038753201253712176,9.180198478698731
17,0.002439569743582979,9.278551268577576,0.0039933464024215935,9.259018707275391
18,0.0023506783990887925,9.290314502716065,0.004180133622139692,9.196257209777832
19,0.002317813829286024,9.294651427268981,0.0035317684523761272,9.352858924865723
20,0.0023353109526215122,9.406976809501648,0.004015233367681503,9.05137233734131
21,0.0022594583436148243,9.310657076835632,0.002913091704249382,9.161334419250489
22,0.002227725824341178,9.299400925636292,0.0032786109484732153,9.191196823120118
23,0.002150604777270928,9.258639693260193,0.003075438505038619,9.318948936462402
24,0.0021332279039779677,9.260884327888489,0.004257433582097292,9.05823802947998
25,0.002089391140616499,9.31776834011078,0.003751968452706933,9.337852287292481
26,0.0021517552447039632,9.244760494232178,0.003071597684174776,9.314708137512207
27,0.0020462511497316882,9.286108274459838,0.003483740985393524,9.266417312622071
28,0.0020323652762454,9.21439595222473,0.0033247396815568207,9.039287567138672
29,0.0020225272508105265,9.264129738807679,0.003291068272665143,9.161359977722167
