epoch,loss,psnr,val_loss,val_psnr
0,1094.8615090942383,10.844763889312745,689.3252075195312,12.70160083770752
1,481.3883996582031,14.367721929550171,420.8488037109375,14.772706985473633
2,374.84548782348634,15.295104365348816,323.1125061035156,15.86559772491455
3,268.7263773345947,16.70804220199585,204.53195495605468,17.85964584350586
4,187.67024909973145,18.250345830917357,167.53550720214844,18.75381546020508
5,173.19672073364256,18.602138233184814,163.72410888671874,18.844590377807616
6,163.6752628326416,18.849458923339842,156.62752685546874,19.04659233093262
7,157.78974891662597,19.011454362869262,152.22464904785156,19.17574806213379
8,155.66269439697265,19.066809158325196,146.83067932128907,19.340869903564453
9,152.12295459747315,19.167802772521974,158.1431854248047,18.99230537414551
10,149.4578556060791,19.244369535446168,142.26326599121094,19.46805191040039
11,147.60491596221925,19.29814545631409,142.36965942382812,19.456473541259765
12,145.18062171936035,19.372104806900026,143.4503204345703,19.428456497192382
13,144.1303596496582,19.40575505256653,151.96056213378907,19.171034622192384
14,141.31588432312012,19.4947829246521,150.8093292236328,19.21645736694336
15,138.88445266723633,19.574944400787352,147.1394287109375,19.30964050292969
16,137.8561919784546,19.607983417510987,137.24496765136718,19.61454086303711
17,138.9756057357788,19.566125345230102,143.6883972167969,19.42349166870117
18,136.58727527618407,19.647857856750488,147.70612182617188,19.287556076049803
19,136.0538185119629,19.66615800857544,141.2300048828125,19.49754180908203
20,134.85566440582275,19.701030483245848,141.0861038208008,19.5102108001709
21,132.655630607605,19.777350482940673,133.28590240478516,19.751179504394532
22,133.95235149383544,19.73524401664734,138.05877380371095,19.589844512939454
23,132.01661376953126,19.797046632766722,141.8532501220703,19.471025466918945
24,131.58843505859375,19.810185976028443,145.46364135742186,19.352023315429687
25,131.94350360870362,19.79526111602783,134.13327331542968,19.710920333862305
26,130.04115142822266,19.862361879348754,135.28953857421874,19.709091567993163
27,131.51814315795897,19.808851490020754,133.64397277832032,19.752653503417967
28,129.6289496231079,19.87519582748413,129.73899993896484,19.864859771728515
29,128.51409046173094,19.91079426765442,142.83746948242188,19.44448471069336
30,126.64940650939941,19.982120208740234,132.0274459838867,19.78881492614746
